Questionnaire Name	Account Number	Account Name	Country	CDP Region	Parent Section	Section	Row Number	Row Name	Climate Hazards	Did this hazard significantly impact your city before 2020?	Current probability of hazard	Current magnitude of hazard	Social impact of hazard overall	Most relevant assets / services affected overall	Please identify which vulnerable populations are affected	Future change in frequency	Future change in intensity	Future expected magnitude of hazard	When do you first expect to experience those changes in frequency and intensity?	Please describe the impacts experienced so far, and how you expect the hazard to impact in the future
Cities 2020	54632	Prefeitura de Caruaru	Brazil	Latin America	Climate Hazards and Vulnerability	Climate Hazards	1		Water Scarcity > Drought	Yes	High	Medium High	Fluctuating socio-economic conditions; Increased demand for public services; Increased incidence and prevalence of disease and illness; Increased resource demand; Increased risk to already vulnerable populations; Population displacement	Commercial; Emergency services; Energy; Environment, biodiversity, forestry; Residential; Transport; Waste management; Water supply & sanitation	Low-income households; Marginalized groups; Persons living in sub-standard housing; Unemployed persons	Decreasing	Decreasing	Medium	Immediately	Falta de saneamento básico, Poluição do principal rio que corta o município, Aumento nas tarifas cobradas na energia elétrica, consumação água não tratada, maiores gastos para adquirir água, suspensão na prestação de serviços públicos.
Cities 2020	54633	Prefeitura de Lorena	Brazil	Latin America	Climate Hazards and Vulnerability	Climate Hazards	1		Extreme Precipitation > Rain storm	Yes	High	High	Fluctuating socio-economic conditions; Increased demand for healthcare services; Increased demand for public services; Increased incidence and prevalence of disease and illness; Increased risk to already vulnerable populations	Commercial; Education; Emergency services; Energy; Information & communications technology; Land use planning; Public health; Residential; Transport; Waste management; Water supply & sanitation	Children & youth; Elderly; Low-income households; Marginalized groups; Persons living in sub-standard housing; Persons with chronic diseases; Persons with disabilities; Women & girls	Increasing	Increasing	Medium	Medium-term (2026-2050)	Tempestades de verão podem acarretar vários problemas na cidade, por ela ser naturalmente plana, é mais propícia a alagamentos e inundações. A população que ocupa as margens de várzeas ou dos rios sofrerão perdas de bens e estarão sujeitas à doenças veiculadas pela água, já que muitas vezes, durante as chuvas, uma quantidade de resíduos é carreada, além de outros fatores. O município consequentemente deverá investir em saúde e segurança da população durante e depois desses eventos adversos, tratando este cenário de uma maneira resumida.
Cities 2020	54633	Prefeitura de Lorena	Brazil	Latin America	Climate Hazards and Vulnerability	Climate Hazards	2		Flood and sea level rise > River flood	No	Medium	Medium	Increased demand for healthcare services; Increased incidence and prevalence of disease and illness; Increased resource demand; Increased risk to already vulnerable populations	Commercial; Education; Emergency services; Energy; Environment, biodiversity, forestry; Industrial; Information & communications technology; Public health; Residential; Water supply & sanitation	Children & youth; Elderly; Low-income households; Marginalized groups; Persons living in sub-standard housing; Persons with chronic diseases; Persons with disabilities; Women & girls	Increasing	Increasing	Medium	Medium-term (2026-2050)	
Cities 2020	54637	Alcaldía de Cuenca	Ecuador	Latin America	Climate Hazards and Vulnerability	Climate Hazards	1		Extreme cold temperature > Extreme cold days	Yes	Medium High	Medium	Increased incidence and prevalence of disease and illness	Food & agriculture; Public health	Children & youth; Elderly; Marginalized groups; Persons with chronic diseases	Increasing	Increasing	Medium High	Short-term (by 2025)	La presencia de días extremadamente fríos, por temperaturas extremadamente bajas,  de la presencia de enfermedades respiratorias ocasionando, inasistencia de los niños y jóvenes en los centros educativos,  así como en los adultos mayores ocasionando un mayor aumento de atención médica en los centros de salud públicos, estas presencias de temperaturas bajas se sienten en las parroquias urbanas y con mayor intensidad en las parroquias rurales que se encuentran a alturas superiores a los 2700 metros teniendo hasta presencia inusual de nieve. Además con estas temperaturas bajas se dan afecciones a la agricultura y ganadería.
Cities 2020	54637	Alcaldía de Cuenca	Ecuador	Latin America	Climate Hazards and Vulnerability	Climate Hazards	2		Wild fire > Forest fire	Yes	Medium	High	Increased resource demand; Increased risk to already vulnerable populations	Environment, biodiversity, forestry; Food & agriculture; Water supply & sanitation	Other, please specify: Población aledaña a los incendios forestales, Bomberos voluntarios	Increasing	Increasing	Medium	Immediately	Cuando existen  fuertes olas de calor, a más de la sequía se producen  incendios forestales que acaban con el pajonal del páramo, así como con toda la biodiversidad existente y por ende se convierten en una amenaza a las fuentes de agua. Actualmente debido a factores adicionales sumados a las sequias eventuales que se dan en los meses de agosto a diciembre, se presentan de manera reiterativa los incendios forestales en nuestra región, en su mayoria son incendios provocados por gente del sector que conforme se especula se cree que atrarrian lluvias y permiten en algunos casos la indiscriminada ampliación de la frontera agrícola, la dificultad de su control en ocasiones se debe a la escases de agua en la zona y la dificultad de ingresar por tratarse de zonas agrestes.
Cities 2020	54637	Alcaldía de Cuenca	Ecuador	Latin America	Climate Hazards and Vulnerability	Climate Hazards	3		Flood and sea level rise > Flash / surface flood	Yes	Medium	Medium High	Increased risk to already vulnerable populations; Population displacement	Commercial; Education; Environment, biodiversity, forestry; Food & agriculture; Public health	Children & youth; Elderly; Low-income households; Persons with disabilities	Increasing	Increasing	Medium	Short-term (by 2025)	Cuenca al estar atravesada por cuatro ríos cuando hay temporadas de lluvias con precipitaciones significativas, tenemos la presencia de crecientes de los ríos ocasionando inundaciones en ciertos sectores de la ciudad como en los sectores rurales donde nacen o cruzan estos ríos.
Cities 2020	54641	Prefeitura de Limeira	Brazil	Latin America	Climate Hazards and Vulnerability	Climate Hazards	1		Chemical change > Atmospheric CO2 concentrations		Medium High	Medium High		Environment, biodiversity, forestry; Food & agriculture; Public health		Increasing	Increasing			Com o aumento da concentração de CO2, aumenta a temperatura ambiente, fazendo com que as doenças se propaguem mais facilmente e mais pessoas ficam doentes.
Cities 2020	54641	Prefeitura de Limeira	Brazil	Latin America	Climate Hazards and Vulnerability	Climate Hazards	2		Water Scarcity > Drought		Medium	Medium		Environment, biodiversity, forestry; Food & agriculture; Public health		Increasing	Increasing			A Seca afeta os mananciais, abaixando os niveis dos rios e repressas, afetando assim a produção de energia local; a qualidade da agua de abastecimento e a produção agricola.
Cities 2020	54641	Prefeitura de Limeira	Brazil	Latin America	Climate Hazards and Vulnerability	Climate Hazards	3		Biological hazards > Water-borne disease		Medium Low	Medium High		Education; Food & agriculture; Public health		Increasing	Increasing			Para diminuir as doenças transmitidas pela água, é necessário gastar mais no tratamento e na gestão publica da água.
Cities 2020	54641	Prefeitura de Limeira	Brazil	Latin America	Climate Hazards and Vulnerability	Climate Hazards	4		Biological hazards > Vector-borne disease		Medium High	High		Education; Public health; Waste management		Increasing	Increasing			As doenças transmitidas por vetores precisam ser combatidas com controle constante por agentes de saúde e a população. Uma endemia aumenta a demanda de hospitais e de pronto-atendimento para tratamentos sintomáticos.
Cities 2020	54641	Prefeitura de Limeira	Brazil	Latin America	Climate Hazards and Vulnerability	Climate Hazards	5		Biological hazards > Air-borne disease		Medium	Medium		Commercial; Public health; Residential		Increasing	Increasing			Com a mudança climática, as doenças de transmissão aérea podem aumentar, caso a população não mantenha as medidas profiláxicas.
Cities 2020	54641	Prefeitura de Limeira	Brazil	Latin America	Climate Hazards and Vulnerability	Climate Hazards	6		Wild fire > Land fire		Medium	High		Emergency services; Food & agriculture; Public health		Increasing	Increasing			A dispersão de fumaças de queimas afetam a saude publica, aumentando a demanda de pronto-atendimento; As queimas podem matar animais rasteiros e de pequeno porte, além de obriga-los a deixar sua área de moradia para fugir do fogo.
Cities 2020	54641	Prefeitura de Limeira	Brazil	Latin America	Climate Hazards and Vulnerability	Climate Hazards	7		Biological hazards > Insect infestation		Medium	Medium High		Environment, biodiversity, forestry; Food & agriculture; Public health		Increasing	Increasing			Com o aumento da temperatura devido a mudanças climáticas, aumenta a fertilidade e proliferação de insetos; fazendo assim que aumente a demanda por alimentos, afetando a agricultura e a população. Aumenta o numero de doenças transmitidas por esses vetores.
