Year Reported to CDP	Account Number	Organization	City	Country	CDP Region	Access	Renewable energy or electricity target implemented	Scale	Type	Energy / electricity types covered by target (including unit)	Base year	Total renewable energy / electricity covered by target in base year	Percentage renewable energy / electricity of total energy or electricity in base year	Target year	Total renewable energy / electricity covered by target in target year	Percentage renewable energy / electricity of total energy or electricity in target year	Percentage of target achieved	Please specify plans to meet the target(s) and in which sector this target will be implemented	Population	Population Year	City Location	Last update
2020	54114	City of Asheville	Asheville	United States of America	North America	public	Yes	Local government operations	Energy	All energy consumed (percentage)	2018	89224	0	2030	100	100	0	"""Moving to 100%"" is a plan to transition all city, county and city-wide building energy use (electricity and natural gas) to 100% renewable energy by 2030."	92870	2019	POINT (-82.5515 35.5951)	2021-05-20T02:49:34.733
2020	35879	City of Minneapolis	Minneapolis	United States of America	North America	public	Yes	Local government operations			2017	101000	30	2023	85000	100	30	A blueprint has been create for the city enterprise and can be found at: https://lims.minneapolismn.gov/Download/RCA/2357/Blueprint%20for%20renewable%20by%202022%20final.pdf	425403	2017	POINT (-93.2667 44.9833)	2021-05-20T02:49:34.733
2020	73749	Nagpur		India	South and West Asia	public	Yes	Local government operations			2017	49950.25	70	2020	39960.2	100	80	Adopting energy efficient measures for lighting buildings and housing.As far as lighting on streets and all NMC buildings LED lights and energy efficient ceiling fans are being used. Uptill now 120000 conventional streetlights and 8000 conventional lights in office buildings of NMC have been replaced by LED lights which ensures 70% energy saving i.e. 49950250 kg of carbon emission is reduced.Setting up dedicated Energy saving cell to guide energy projects:Such cell is established, person working as Head of the Department of Electrical Wing is certified Energy Auditor.	2405665	2011		2021-05-20T02:49:34.733
2020	839648	Ayuntamiento Victoria		Mexico	Latin America	public	Not intending to undertake												19820	2010		2021-05-20T02:49:34.733
2020	32550	City of Denver	Denver	United States of America	North America	public	Yes	Local government operations	Electricity	All electricity produced (in MWh)	2005	0	0	2025	368000000	100	27.4	Denver is subscribing to utility scale renewable generation offered by the Utility in addition to developing our own renewable resources and/or through Power Purchase Agreements. Percentage of target calculated by 40.7 GWh of RE subscriptions or self-generation + 60.0 GWh of RE included in the delivered Xcel grid mix out of 368.0 GWh of total electricity.	716492	2018	POINT (-104.985 39.7376)	2021-05-20T02:49:34.733
2020	49333	City of Louisville, KY	Louisville	United States of America	North America	public	Yes	Local government operations	Energy	All energy consumed (percentage)	2020		100	2035		100		To achieve its 100% renewable electricity target, Louisville Metro Council has added the following priorities to its agenda:(1) energy efficiency and conservation projects, programs,  and outreach; (2) adding renewable energy infrastructure to reduce Louisville Metro’s energy needs and carbon footprint and meet its established Climate Action Plan goals; and (3) increasing renewable energy resources and programs that benefit low-income residents and create more equity in energy use, rates and jobs in the community.	765352	2016	POINT (-85.6784 38.196)	2021-05-20T02:49:34.733
2020	834157	Hang Tuah Jaya Municipal Council		Malaysia	Southeast Asia and Oceania	public													190529	2019		2021-05-20T02:49:34.733
2020	61790	City of Emeryville, CA	Emeryville	United States of America	North America	public	In progress												11885	2019	POINT (-122.285 37.8313)	2021-05-20T02:49:34.733
2020	73530	Town of Lexington, MA	Lexington, MA	United States of America	North America	public	Yes	City-wide	Energy	All energy produced (in MWh)	2012	450000	0	2040		100	26	Extend Community Choice Aggregation program providing 100% renewable electricity from residential customers to commercial customers. https://www.lexingtonma.gov/sites/g/files/vyhlif3351/f/uploads/lexington_getting_to_net_zero_emissions_plan_approved_8-27-2018.pdf	31394	2010	POINT (-71.2269 42.4443)	2021-05-20T02:49:34.733
2020	54265	City of Newcastle	Newcastle	Australia	Southeast Asia and Oceania	public	Yes	Local government operations	Electricity	All electricity consumed (in MWh)	2008	0	0	2020	13092	100	100	This target has been achieved as of 1 January 2020. Renewable energy Power Purchase Agreement, which covers the electricity consumption of all Council assets.	165571	2019		2021-05-20T02:49:34.733
2020	60410	Municipalidad de Peñalolén	Peñalolén	Chile	Latin America	public	Yes	City-wide	Energy	Other, please specify: Energía ahorrada	2016	0	0	2030	100	100	35	Gracias a la instalación de infraestructuras de ERNC en la comuna, se generarán ahorros importantes de energía al año. Estos se generan gracias a paneles fotovoltaicos, termosolares en las comunidades, bombas de calor, mini central de paso y recambio de luminaria led, además de buenas prácticas de uso asociadas.	241599	2017	POINT (-70.5302 -33.454)	2021-05-20T02:49:34.733
2020	54617	Alcaldia de Pereira	Pereira	Colombia	Latin America	public	In progress												472000	2019	POINT (-75.6906 4.80871)	2021-05-20T02:49:34.733
2020	59151	City of Akureyri	Akureyri	Iceland	Europe	public	Yes	City-wide	Electricity	All electricity consumed (in MWh)						100	100		19025	2019	POINT (-18.1262 65.6885)	2021-05-20T02:49:34.733
2020	54519	City of Lund	Lund	Sweden	Europe	public	Yes	Local government operations	Energy	All energy consumed (percentage)	2015		91	2020		100	98	All energy sectors. Percentage 2019 and (2015) Electricity 100 (100) and heating and cooling were 100 (94) renewable. Fuel for transport was 91 (47) renewable and other travel (air, train, bus etc. ) was 47 (19) renewable. In total this means that energy use in kWh was 98 (91) renewable.  In 2015 we started a project with our neighbouring municipalities and the regional administration to reach the goal. We are now focusing on transport, travel and heavy vehicels. The greatest improvement so far is fuel, and through change of vehicles (including bikes) that we are leasing or owning we think we will reach almost 100% this year. We are also focusing on digital meetings, wich was our plan before the pandemic but has been enhanced by it.	124935	2019		2021-05-20T02:49:34.733
2020	74531	Santa Fe County	Santa Fe County	United States of America	North America	public	Yes	Local government operations	Energy	All energy consumed (percentage)	2005			2040		100		All energy sectors (Electrification of buildings and fleet, renewable generation, waste reduction, water conservation, etc.).	150358	2019	POINT (-106 35.5)	2021-05-20T02:49:34.733
2020	58671	Helsingør Kommune / Elsinore Municipality	Helsingør	Denmark	Europe	public	Yes	City-wide	Energy	Other, please specify: 90% of the total housing stock is heated by fossil-free heat sources in 2030 (consumed in MWh)	2017			2030		90	50	Conversion of oil and gas furnace to district heating or renewable energy sources. The individual heating with oil furnace and gas furnace today covers approximately 50% of the need in Elsinore Municipality.The crucial initiative is to plan the right delimitation between collective heat supply and individual supply under the framework of the future. The municipality must take the initiative and carry out an updated heat planning with regard to the economy.	62695	2020	POINT (12.5921 56.0308)	2021-05-20T02:49:34.733
2020	54329	Bogor City Government	Bogor	Indonesia	Southeast Asia and Oceania	public	Not intending to undertake												1048610	2020	POINT (106.806 -6.5971)	2021-05-20T02:49:34.733
2020	31117	City of Toronto	Toronto	Canada	North America	public	Yes	City-wide	Energy	Other, please specify: By 2050, 100 per cent of energy will come from renewable or low-carbon sources	2016			2050		100		Percentage of community-wide energy derived from renewable or low-carbon currently: 25% Low-carbon and 17% Renewable1.  Advancement on Community Energy Planning:  maximize the potential for Community Energy Planning preparation and implementation for all new major developments and revitalization areas, exploring net-zero CEPs whenever possible2.  Advance low-energy/renewable district energy networks:  significantly scale up the development of thermal energy networks and map low carbon/renewable energy sources across Toronto3.  Create a renewable energy strategy:  Advance the city-wide adoption of clean, renewable energy technologies such as solar PV, wind and geo-exchange through a comprehensive long term strategy developed with industry stakeholders. The Renewable Energy Strategy helps identify successful business models and related business cases for various energy systems. It also helps develop the supply chain in the Toronto area through the creation of an industry asset cluster management organization, and identifying big ideas to maximize local energy use. Toronto Hydro Renewable Electricity: https://www.torontohydro.com/documents/20143/295817/Environmental-Performance-Report-2018.pdf	2919971	2018	POINT (-79.3832 43.6532)	2021-05-20T02:49:34.733
2020	11315	City of Manchester		United Kingdom of Great Britain and Northern Ireland	Europe	public	Yes	City-wide	Energy	All energy consumed (percentage)	2020		1		100			All energy consumed in the city	563200	2020		2021-05-20T02:49:34.733
2020	73692	Mount Barker District Council		Australia	Southeast Asia and Oceania	public	Intending to undertake in the next 2 years												37481	2020		2021-05-20T02:49:34.733
2020	58485	Abington Township		United States of America	North America	public	Yes	City-wide			2035	184049	100	2035	184049	100	5.24	The Township's Environmental Advisory Council is currently being trained to initiate a plan to meet the electrification aspects of these targets.  A twelve week training will begin in August 2020 through November 2020 through a grant of the Sierra Club of  Southeast Pennsylvania using this calendar of training viewable at https://drive.google.com/file/d/1QQZmSOgaSTdQ1YjOYihQg7erFZkqt9mK/viewusp=sharing	55310	2010	POINT (-75.1195 40.1241)	2021-05-20T02:49:34.733
2020	36254	Comune di Venezia	Venezia	Italy	Europe	public	Yes	Local government operations	Electricity	Total installed capacity of renewable electricity (in MW)	2005	0	0	2030	6465	13.2	2	installation of photovoltaic systems, renting the roofs of public buildings to private individuals	259150	2019	POINT (12.3211 45.4333)	2021-05-20T02:49:34.733
2020	840039	Arequito		Argentina	Latin America	public													6836	2010		2021-05-20T02:49:34.733
2020	35858	City of Cape Town	Cape Town	South Africa	Africa	public	In progress												4400240	2018	POINT (18.4239 -33.9253)	2021-05-20T02:49:34.733
2020	1850	Birmingham City Council	Birmingham	United Kingdom of Great Britain and Northern Ireland	Europe	public	Do not know												1141400	2018		2021-05-20T02:49:34.733
2020	59678	City of Evanston, IL	Evanston	United States of America	North America	public	Yes	City-wide			2005	0	0	2030	730975	100	24	100% renewable electricity for residents and small businesses through Community Choice Electricity Aggregation since 2012. Working to develop a strategy to get large employers to increase or begin their purchase of renewable energy. We are also working to get solar installations on numerous public buildings as a way of demonstrating the feasibility of onsite solar generation on multiple facilities.	75603	2015	POINT (-87.6898 42.0669)	2021-05-20T02:49:34.733
2020	31154	Bogotá Distrito Capital	Bogotá	Colombia	Latin America	public													7333415	2017	POINT (-74.0721 4.711)	2021-05-20T02:49:34.733
2020	50385	Prefeitura de Campo Grande	Campo Grande	Brazil	Latin America	public	Do not know												786797	2010	POINT (-37.7142 -7.10801)	2021-05-20T02:49:34.733
