Year Reported to CDP	Account Number	Organization	City	Country	CDP Region	Access	City boundary	Type of target	Sector	Identify and explain sources that differ from the inventory	Target boundary relative to city boundary	Base year	Year of target introduction	Base year emissions (metric tonnes CO2e)	Percentage reduction target	Target year	Target year absolute emissions (metric tonnes CO2e)	Projected population in target year	Intensity unit (Emissions per)	Base year emissions per intensity unit (metric tonnes CO2e per denominator)	Estimated business as usual absolute emissions in target year (metric tonnes CO2e)	Percentage of target achieved so far	Select the initiatives that this target contributes towards	Description of the target and the modelling methodology(ies) and parameters used to define it	Does this target align with the global 1.5 - 2°c pathway set out in the Paris Agreement?	Does this target align or correspond to a requirement from a higher level of government?	Target description	Population	Population Year	City Location	Last update
2020	54517	City Örebro	Örebro	Sweden	Europe	public	City / Municipality	Base year intensity target	Other, please specify: Energy and Transport	Energy: Includes all electricity, district heat and fuel (oil) in residential buildings, commercial and public buildings, industry buildings/facilities and institutional buildings. Transport: Includes light and heavy trucks, buses, passenger cars, working machines (industrial and construction working machines, agriculture and forestry, commercial and public operations and others - for example airports and ports).	Same – covers entire city and nothing else	2000	2016	900974	100	2045	0		Metric tonnes of CO2e per capita	7		35			Do not know	Yes	In Sweden we have a climate law and within that framework we have a goal of net zero emissions by 2045. In addition, emissions from domestic transport (excluding domestic flights) will be reduced by at least 70 percent by 2030 compared with 2010. The overall goal for Örebro Municipality is to reach climate neutrality to 2045. Interim targets for Örebro Municipality is to reduce the climate impact (from energy and transport) by 100 percent per capita by 2045, 70 percent per capita by 2030, and 40 percent per capita by 2020, compared with 2000.  For the geographical area, the interim targets in the strategy includes the sectors energy and transport. These are easier to make fossil free than other sectors, such as food production and imported products. The sectors energy and transport therefore need to take a larger part of the reduction.For example, Örebro municipality can reduce the climate impact from transport through sustainable urban planning for increased sustainable travel, place demands on suppliers during procurement and work with the municipality's own vehicle fleet and our own travel (in the organisation). Then we are dependent on instruments at the European and national level.Sweden has submitted as a European member to the NDC in 2015 (EU first NDC). The EU climate plan contains emission reductions of 40 percent by 2030, compared with 1990. Sweden’s national target for the non-trading sector has a higher level of ambition than Sweden’s commitment within the EU.	155696	2019	POINT (15.2066 59.2741)	2021-05-20T02:33:48.460
2020	59969	City of Mandurah		Australia	Southeast Asia and Oceania	public	City / Municipality	No target																				92594	2020		2021-05-20T02:33:48.460
2020	49334	City of Richmond, VA	Richmond, VA	United States of America	North America	public	City / Municipality	Fixed level target	All emissions sources included in city inventory		Same – covers entire city and nothing else		2020			2050	100					20.59	Chicago Climate Charter; Mayors National Climate Action Agenda		Yes - 2 °C	No	The Virginia Clean Economy Act sets a goal to reduce statewide electricity emissions 100% by 2050.https://lis.virginia.gov/cgi-bin/legp604.exe201+sum+HB1526	230436	2019	POINT (-77.436 37.5407)	2021-05-20T02:33:48.460
2020	50398	Ciudad de Juárez	Juárez	Mexico	Latin America	public	City / Municipality	No target																				1391180	2015	POINT (-106.425 31.6904)	2021-05-20T02:33:48.460
2020	53860	City of Wilmington, NC	Wilmington	United States of America	North America	public	City / Municipality	No target																				119045	2017		2021-05-20T02:33:48.460
2020	35897	Municipality of Campinas	Campinas	Brazil	Latin America	public	City / Municipality	Base year emissions (absolute) target	Energy	Não há diferença entre  as fontes do inventário.	Same – covers entire city and nothing else	2016	2020	553980.14	6.8	2030	516309.49048					0	Global Covenant of Mayors for Climate & Energy		Yes - 2 °C	No	A meta da cidade é menos ambiciosa (em valor absoluto) do que a NDC nacional devido ao fato de que a cidade de Campinas se configura como uma área urbana já consolidada onde o range de redução das emissões de GEE é notadamente mais restrito que o nacional.	1204073	2019	POINT (-46.9372 -22.744)	2021-05-20T02:33:48.460
2020	35893	City of Dar es Salaam	Dar es Salaam	United Republic of Tanzania	Africa	public	City / Municipality	Base year emissions (absolute) target	Energy	This inventory conducted in a National level as Tanzania GHG inventory and MRV system Project Report of April 2018	Larger – covers the whole city and adjoining areas	2000	2005	2267961	10	2015	2041164.9					0	Global Covenant of Mayors for Climate & Energy		Yes - 2 °C	Do not know	Tanzania has already submitted it's INTENDED NATIONALLY DETERMINED CONTRIBUTIONS (INDCs).The target 1. To reduce climate related disasters from 70% to 50%, and significantly reduce the impacts of spatial and temporal variability of declining rainfall, frequent droughts and floods which have long term implications to all productive sectors and ecosystems, particularly the agricultural sector.2. To increase access to clean and safe water  from 60% to 75%.3.  To reduce greenhouse gas emissions economy wide between 10-20% by 2030	6041000	2019	POINT (39.2083 -6.79235)	2021-05-20T02:33:48.460
2020	840923	Prefeitura de Nova Santa Rita		Brazil	Latin America	public	City / Municipality	No target																				29905	2020		2021-05-20T02:33:48.460
2020	832097	Município de Lagos		Portugal	Europe	public																									2021-05-20T02:33:48.460
2020	60258	Prefeitura de Brusque	Brusque	Brazil	Latin America	public	City / Municipality	No target																				137600	2020	POINT (-48.9207 -27.0936)	2021-05-20T02:33:48.460
2020	36002	Ville de Kinshasa	Ville de Kinshasa	Democratic Republic of the Congo	Africa	public																								POINT (15.2663 -4.44193)	2021-05-20T02:33:48.460
2020	43928	Canberra	Canberra	Australia	Southeast Asia and Oceania	public	City / Municipality	Base year emissions (absolute) target	All emissions sources included in city inventory		Larger – covers the whole city and adjoining areas	1990	2010	2940000	40	2020	1764000					13	Cities Power Partnership; Declaring Climate Emergency; Global Covenant of Mayors for Climate & Energy; Individual City Commitment		Yes - 2 °C	Yes, but it exceeds its scale or requirement	This target is legislated under the Climate Change and Greenhouse Gas Reduction Act 2010.  Baseline emissions subject to change in event of methodology change	427000	2019	POINT (149.124 -35.3075)	2021-05-20T02:33:48.460
2020	31150	Bangkok Metropolitan Administration	Bangkok	Thailand	Southeast Asia and Oceania	public	Local government area within a greater city / metropolitan area	Base year emissions (absolute) target	Energy		Same – covers entire city and nothing else	2013	2020	30940900	13.22	2020	26850513.02					17.4	Other, please specify: NAMAs		No	Yes	Bangkok Master Plan on Climate Change 2013-2023 set the target in 2020 follow NAMAs. In the other hand, the new master plan will set the target (2030) follow Paris Agreement (NDC).	8420887	2016	POINT (100.556 13.7712)	2021-05-20T02:33:48.460
2020	35857	City of Cincinnati	Cincinnati	United States of America	North America	public	City / Municipality	Base year emissions (absolute) target	All emissions sources included in city inventory		Same – covers entire city and nothing else	2006	2008	9300000	8	2012	8556000					100			Yes - 1.5 °C	No	The City of Cincinnati recognizes that climate plays an important role in the quality of life, economic well-being, and long-term sustainability of our city and region.  Cincinnati's first GHG inventory was conducted in 2006 and serves as the baseline from which our climate impact is measured. Our short term target was to reduce GHG emissions by 8% below 2006 levels by 2012 and was achieved.	302605	2018	POINT (-84.512 39.1031)	2021-05-20T02:33:48.460
2020	50566	City of Anchorage	Anchorage	United States of America	North America	public	City / Municipality	Base year emissions (absolute) target	All emissions sources included in city inventory		Same – covers entire city and nothing else	2015	2019	5178548	80	2050	1035709.6						Global Covenant of Mayors for Climate & Energy		Do not know	Do not know	Through the Climate Action Plan, Anchorage has a goal of reducing GHG emissions 80% from 2008 levels by 2050, with an interim goal of 40% by 2030. Due to lack of available data, the Municipality is revising its baseline year to 2015. The CAP acknowledges, however, that in its current state, it will not ensure they are met. Additional resources and planning are necessary to meet the goals.	295365	2018	POINT (-149.9 61.2181)	2021-05-20T02:33:48.460
2020	35877	City of Pittsburgh	Pittsburgh	United States of America	North America	public	City / Municipality	Base year emissions (absolute) target	All emissions sources included in city inventory		Same – covers entire city and nothing else	2003	2015	5987870	50	2030	2993935					2	100 Resilient Cities; Global Covenant of Mayors for Climate & Energy		Yes - 2 °C	Yes		301048	2018	POINT (-79.9959 40.4406)	2021-05-20T02:33:48.460
2020	840917	Prefeitura de Pau Brasil		Brazil	Latin America	public																									2021-05-20T02:33:48.460
2020	53879	City of Jersey City	Jersey City	United States of America	North America	public	City / Municipality	Base year emissions (absolute) target	All emissions sources included in city inventory	No difference from inventory	Same – covers entire city and nothing else	2016	2015	2897275	80	2050	579455						Global Covenant of Mayors for Climate & Energy		Yes - 2 °C	No		261746	2018		2021-05-20T02:33:48.460
2020	59558	City of Holland, MI		United States of America	North America	public	City / Municipality	Base year intensity target	Energy		Same – covers entire city and nothing else	2010	2011	795200		2050	411000		Metric tonnes of CO2e per capita	24		43			Do not know	Do not know	Our baseline in 2010 was 24 MT/CO2 per capita and our current goal is to get to 10 MT/CO2 per capita by 2050.Our calculations utilizing the ICLEI Calculator are as follows:2010 was 24 MT/CO2 per capita     Total = 795,200 MT/CO22015 was 22 MT/CO2 per capita     Total = 735,200 MT/CO22018 was 19 MT/CO2 per capita     Total = 632,930 MT/CO2Estimated 2050 goal is 411,000 based on the goal of 10 MT/CO2 per capita and a 2010 estimated population of 41,000.	33216	2019		2021-05-20T02:33:48.460
2020	54402	City of Lahti	Lahti	Finland	Europe	public	City / Municipality	Base year intensity target	All emissions sources included in city inventory		Same – covers entire city and nothing else	1990	2012						Metric tonnes of CO2e per capita							Yes, and it exceeds its scale or requirement	The previous strategical emission reduction target was per inhabitant.	119937	2020	POINT (25.65 60.9833)	2021-05-20T02:33:48.460
2020	73530	Town of Lexington, MA	Lexington, MA	United States of America	North America	public	City / Municipality	Base year emissions (absolute) target	All emissions sources included in city inventory	Unknown	Same – covers entire city and nothing else	2012	2018	520023	100	2050	0					9			Yes - 2 °C	Yes, but it exceeds its scale or requirement	The Global Warming Solutions Act target at the Massachusetts state level is 80% reduction by 2050. We are aiming to exceed the state's goals.	31394	2010	POINT (-71.2269 42.4443)	2021-05-20T02:33:48.460
